name,url,telephone,tax_num,street,locality,region,postcode,country
Service Cougar Organization Of Roundball Enthusiasts,http://,,EIN 92-0121308,PO Box 110236,Anchorage,AK,99511,USA
Church Of Christ,http://,,EIN 92-6002112,Po Box 845,Palmer,AK,99645,USA
Emmonak Womens Shelter,http://,(907) 949-1443,EIN 92-0080723,Po Box 207,Emmonak,AK,99581,USA
Western History Association,http://www.westernhistoryassociation.org,(904) 474-6508,EIN 54-6044435,605 Gruening,Fairbanks,AK,99775,USA
Ministry Without Walls,http://,,EIN 92-0157655,Po Box 140451,Anchorage,AK,99514,USA
Boy Scouts Of America Trust Fund,http://www.BSA.scouting.org/,,EIN 23-7295327,3117 Pattersun 610 Western Alaska,Anchorage,AK,99504,USA
Ladies Charity Classic,http://,,EIN 92-0157747,Hc 62 Box 5780,Delta Jct,AK,99737,USA
Spiritual Assembly Of The Bahais Of Kalifornsky,http://,,EIN 92-0165754,Po Box 2508,Kenai,AK,99611,USA
ZONTA YELLOW ROSE FOUNDATION,http://,,EIN 32-0240565,PO Box 241305,Anchorage,AK,99524,USA
Kitty And K-9 Connection - - A New Leash On Life,http://,(907) 345-2096,EIN 81-0609673,13140 Midori Dr,Anchorage,AK,99516,USA
Arc Of Anchorage,http://thearcofanchorage.org,(907) 277-6677,EIN 92-0028571,2211 Arca Dr,Anchorage,AK,99508,USA
Full Gospel Businessmen's Fellowship International,http://,,EIN 74-1879020,PO Box 72503,Fairbanks,AK,99707,USA
Society For Preservation & Encourmt Of Barbershop Quartet Singing Amer,http://,,EIN 36-3398471,PO Box 107,Sterling,AK,99672,USA
St Hermans Theological Seminary,http://,,EIN 92-0045228,414 Mission Rd,Kodiak,AK,99615,USA
Polar Evangelism Inc,http://,,EIN 23-7213403,Po Box 1053,Nome,AK,99762,USA
North America Outdoor Institute,http://www.naoiak.org,(907) 376-2898,EIN 90-0194610,Po Box 870415,Wasilla,AK,99687,USA
Just For Kids Inc,http://,,EIN 92-0132143,PO Box 58617,Fairbanks,AK,99711,USA
Little League Baseball Inc,http://,(907) 247-7878,EIN 52-1234703,Po Box 5455,Ketchikan,AK,99901,USA
Alaska Statewide Special Education Conference,http://www.assec.org,(907) 458-7600,EIN 92-0148152,Po Box 110268,Fairbanks,AK,99502,USA
Farm Loop Christian Center Inc,http://,,EIN 92-0047232,Po Box 893,Palmer,AK,99645,USA
Alaska Urban And Community Forest Council,http://,,EIN 92-0160787,Po Box 241282,Anchorage,AK,99524,USA
Trinity Baptist Church Of Fairbanks Alaska,http://,,EIN 92-0091620,Po Box 10076,Fairbanks,AK,99710,USA
North Pole Christian School,http://,(907) 488-0133,EIN 92-0089892,2936 Badger Rd,North Pole,AK,99705,USA
Anchorage Community Theatre Inc,http://,(907) 344-4713,EIN 92-0025223,1133 E 70th Ave,Anchorage,AK,99518,USA
Seward Composite Squadron,http://,,EIN 92-0148380,PO Box 716,Seward,AK,99664,USA
Jim Martin Scholarship Fund,http://,,EIN 92-0103248,Po Box 593,Seward,AK,99664,USA
Safe And Fear-Free Environment,http://www.besafeandfree.org,(907) 842-2320,EIN 92-0088380,Po Box 94,Dillingham,AK,99576,USA
Distributive Education Clubs Of America,http://,,EIN 23-7066212,2195 Mavencamp Cir,North Pole,AK,99705,USA
Montana Creek Dog Mushers Inc,http://,,EIN 94-3111202,Po Box 971,Willow,AK,99688,USA
Chiniak Public Library Association,http://,,EIN 92-0104770,Po Box 5610,Chiniak,AK,99615,USA
Association For The Education Of Young Children,http://www.aeyc-sea.org,(907) 789-1235,EIN 92-0118896,3100 Channel Dr Ste 215n,Juneau,AK,99801,USA
First Korean Presbyterian Church Of Anchorage,http://,,EIN 92-0088390,3300 Wyoming Dr,Anchorage,AK,99517,USA
PAWS,http://,,EIN 92-0114252,Po Box 83697,Fairbanks,AK,99708,USA
Alaska Missions And Retreats,http://,(907) 317-9894,EIN 27-4580514,Po Box 230851,Anchorage,AK,99523,USA
Coalition Housing Corporation,http://,,EIN 92-0148163,821 N St Ste 207,Anchorage,AK,99501,USA
Fairbanks Tennis Association,http://www.fairbankstennis.org,(907) 455-4301,EIN 92-0155602,Po Box 73993,Fairbanks,AK,99707,USA
Oceansalaska,http://,,EIN 94-3194998,Po Box 6383,Ketchikan,AK,99901,USA
Scenic Park Community School Association,http://,,EIN 92-0047578,3933 Patterson,Anchorage,AK,99504,USA
Boy Scouts Of America Council,http://www.bsa.scouting.org/,,EIN 92-0022428,9220 Lee Smith Dr,Juneau,AK,99801,USA
Kodiak Christian School,http://www.kodiakchristianschool.com,(907) 486-4905,EIN 92-0060455,3300 E Rezanof Dr,Kodiak,AK,99615,USA
Trout Unlimited Rainbow,http://,,EIN 51-0208692,P.O. Box 770453,Eagle River,AR,99577,USA
Great Land Trust Inc,http://www.greatlandtrust.org,(907) 278-4998,EIN 92-0155014,Po Box 101272,Anchorage,AK,99510,USA
St Pauls Orthodox Church,http://,,EIN 91-1754098,P0 Box 89,Hyder,AK,99923,USA
Valdez Christian Center Inc,http://,,EIN 92-0059471,Po Box 667,Valdez,AK,99686,USA
Tba Theatre Inc,http://www.tbatheatre.org,(907) 677-7529,EIN 77-0607918,635 W 54th Ave,Anchorage,AK,99518,USA
Help Outreach,http://,,EIN 92-0152411,PO Box 103913,Anchorage,AK,99510,USA
Lynn Canal Human Resources Inc,http://,(907) 766-2177,EIN 92-0103798,Po Box 90,Haines,AK,99827,USA
Mt Bether Bible Center At Game Creek Inc,http://,,EIN 92-0061452,Po Box 95,Hoonah,AK,99829,USA
Alaska Mountain Safety Center Inc,http://,,EIN 92-0116028,9140 Brewsters Dr,Anchorage,AK,99516,USA
Beans Cafe Inc,http://beanscafe.org/#_,(907) 274-9595,EIN 92-0072522,1101 E 3RD Ave,Anchorage,AK,99501,USA
Girl Scouts of Alaska,http://girlscoutsalaska.org/,(907) 248-2250,EIN 92-6000179,3911 Turnagain Blvd East,Anchorage,AK,99517,USA
Kenai Watershed Forum,http://www.kenaiwatershed.org,(907) 260-5449,EIN 91-1829284,44129 Sterling Hwy,Soldotna,AK,99669,USA
Love In The Name Of Christ Of The Tanana Valley,http://,(907) 452-3876,EIN 94-3047380,818 26th Ave,Fairbanks,AK,99701,USA
Saakaaya Corp.,http://,,EIN 92-0087635,321 W Manor,Anchorage,AK,99501,USA
Arctic Slope Native Association Ltd,http://www.arcticslope.org,(907) 852-2762,EIN 91-0873623,Po Box 1232,Barrow,AK,99723,USA
Alaska Womens Network,http://,,EIN 92-0161506,8601 Sultana Dr,Anchorage,AK,99516,USA
Toastmasters International,http://www.toastmasters.org,,EIN 94-2986043,2207 Spenard Suite 202,Anchorage,AK,99503,USA
Anchorage Hockey Association Ltd,http://www.anchoragehockey.com,(907) 279-6828,EIN 92-0031799,Po Box 202069,Anchorage,AK,99520,USA
Sigma Theta Tau Inc,http://,,EIN 36-3479039,3211 Providence Drive Hsb 101,Anchorage,AK,99508,USA
Ester Volunteer Fire Department,http://www.esterfire.org,(907) 479-6858,EIN 92-0111226,Po Box 229,Ester,AK,99725,USA
Eagle Historical Society Of Alaska,http://www.eaglehistoricalsociety.com,(907) 547-2325,EIN 92-0093792,Po Box 23,Eagle,AK,99738,USA
Vaccination News A Nonprofit Corporation,http://www.vaccinationnews.com,,EIN 20-3923001,PO Box 111818 c/o Sandy Gottstein,Anchorage,AK,99511-1818,USA
Anchorage Concert Association Inc,http://www.anchorageconcerts.org,(907) 272-1471,EIN 92-6002302,430 W 7th Ave Ste 200,Anchorage,AK,99501,USA
University Of Alaska-Fairbanks Alumni Association,http://,(907) 474-7081,EIN 92-0116506,201 Constitution Hall,Fairbanks,AK,99775,USA
Chugiak-Eagle River Nordic Ski Club,http://,,EIN 92-0118534,Po Box 770117,Eagle River,AK,99577,USA
Alaska Society For Prevention Of Cruelty To Animals,http://alaskaspca.org,,EIN 92-0068910,549 W Intl Airport Rd Ste B2,Anchorage,AK,99518,USA
Christian Health Associates,http://,,EIN 92-0152088,1825 Academy Dr,Anchorage,AK,99507,USA
The Entrepreneurs And Mentors Network Inc,http://,,EIN 94-3091128,Po Box 244821,Anchorage,AK,99524,USA
Ann Stevens Memorial Fund,http://,,EIN 92-0072827,1605 W 12th Ave Apt 40,Anchorage,AK,99501,USA
Bridges Community Resource Network Inc,http://,,EIN 92-0151271,35911 Kenai Spur Hwy Ste 9,Soldotna,AK,99669,USA
Older Persons Action Group Inc,http://,,EIN 92-0038231,3340 Arctic Blvd Ste 106,Anchorage,AK,99503,USA
"Kegoayah Kozga Public Library, Inc.",http://,,EIN 92-6002627,PO Box 53,Nome,AK,99762,USA
Cordova Family Resource Center,http://,,EIN 92-0146388,Po Box 863,Cordova,AK,99574,USA
Southeast Regional Resource Center Inc,http://serrc.org,(907) 586-6806,EIN 92-0058572,210 Ferry Way,Juneau,AK,99801,USA
Juneau Community Garden Assoc,http://,,EIN 92-0148764,Po Box 33395,Juneau,AK,99803,USA
National Spiritual Assembly Of The Bahais Of Alaska Inc,http://,,EIN 92-0035470,13501 Brayton Dr,Anchorage,AK,99516,USA
Mcgrath Road Baptist Church,http://,,EIN 92-0080784,1100 Mcgrath Rd,Fairbanks,AK,99712,USA
Anchorage Grace Brethren Church Inc,http://,,EIN 92-0066240,12407 Pintail St,Anchorage,AK,99516,USA
Haines Foursquare Church,http://,,EIN 94-3252311,PO Box 588,Haines,AK,99827,USA
"American Cancer Society, Inc.",http://,,EIN 92-0018599,1057 W Fireweed Ln Ste 204,Anchorage,AK,99503,USA
Pta Alaska Congress,http://www.alaska.net/~akpta/,,EIN 94-3208774,722 Mill Bay Rd,Kodiak,AK,99615,USA
Matanuska Valley Sportsmen Inc,http://www.mvsrange.com,(907) 746-4862,EIN 92-0097677,Po Box 1875,Palmer,AK,99645,USA
Straw for Dogs,http://www.strawfordogs.org,,EIN 38-3847207,645 G St Ste 1175,Anchorage,AK,99501,USA
Alaska Korean Christian Reformed Church,http://,,EIN 92-0133787,709 W Intl Airport Rd,Anchorage,AK,99518,USA
Alaska Perinatal Research Foundation,http://,,EIN 92-0112644,3340 Providence Drive,Anchorage,AK,99508,USA
Marine And Environmental Education,http://,,EIN 91-1829208,3804 Helvetia Dr,Anchorage,AK,99508,USA
Seward Community Library Association Inc,http://,,EIN 92-0018660,Po Box 2023,Seward,AK,99664,USA
Kachemak Heritage Land Trust Inc,http://www.kachemaklandtrust.org,(907) 235-5263,EIN 94-3104608,315 Klondike Ave,Homer,AK,99603,USA
Regional Citizens Advisory Counsel,http://www.pwsrcac.org,(907) 277-7222,EIN 92-0133631,3709 Spenard Rd Ste 100,Anchorage,AK,99503,USA
Polynesian Association Of Alaska Inc,http://,,EIN 03-0552932,8060 Country Woods Dr,Anchorage,AK,99502,USA
Alaska Christian Church,http://,,EIN 92-0154091,12020 Timberlane Dr,Anchorage,AK,99515,USA
Alaska Legal Services Corporation,http://www.alsc-law.org,(907) 272-9431,EIN 92-0034754,1016 W 6th Ave Ste 200,Anchorage,AK,99501,USA
Little Bears Playhouse,http://www.littlebearsplayhouse.org,(907) 783-2003,EIN 92-0087993,Po Box 350,Girdwood,AK,99587,USA
Iditarod Trail Committee Inc,http://www.iditarod.com,(907) 376-5155,EIN 92-0043991,Po Box 870800,Wasilla,AK,99687,USA
Delta-Greely Youth Hockey & Skating Assoc,http://,,EIN 92-0137854,Po Box 395,Delta Jct,AK,99737,USA
King Cove Bible Church,http://,,EIN 94-3116603,Po Box 45,King Cove,AK,99612,USA
Sitka Conservation Society,http://www.sitkawild.org,(907) 747-7509,EIN 92-0096633,Po Box 6533,Sitka,AK,99835,USA
Dimond Boulevard Baptist Church,http://,,EIN 92-0120504,3616 W Dimond Blvd,Anchorage,AK,99502,USA
Alaska Association Of Fire And Arson Investigators Inc,http://,,EIN 94-3090828,Po Box 671468,Chugiak,AK,99567,USA
Gustavus Community Clinic Inc,http://,(907) 697-3008,EIN 92-0151711,Po Box 334,Gustavus,AK,99826,USA
Mccarthy-Kennicott Community Church Inc,http://,,EIN 92-0152686,Po Box Mxy,Glennallen,AK,99588,USA
Manna Independent Baptist Church,http://,,EIN 92-0081982,Po Box 1048,Palmer,AK,99645,USA
Abundant Living Inc,http://,(907) 279-8551,EIN 92-1051102,5313 Arctic Blvd Ste 206,Anchorage,AK,99518,USA
Afn Foundation,http://,,EIN 94-3123119,1577 C Street 300,Anchorage,AK,99501,USA
Horizons Unlimited,http://,,EIN 92-0107424,P O Box 1310,Valdez,AK,99686,USA
Stewards Inc,http://,,EIN 92-6004571,900 W Dimond Blvd,Anchorage,AK,99515,USA
Toastmistress Clubs International Knik Toastmistress Club,http://,,EIN 23-7079399,Box 395,Eagle River,AK,99577,USA
Anchorage Cooperative Preschool Inc,http://,(907) 279-0923,EIN 92-0038797,3031 Latouche St,Anchorage,AK,99508,USA
Haines Art Council Inc,http://,,EIN 92-0104554,Po Box 505,Haines,AK,99827,USA
Ninilchik Senior Citizens Incorporation,http://,,EIN 52-1323828,Po Box 39422,Ninilchik,AK,99639,USA
Juneau International Folk Dancers,http://,,EIN 92-0069996,Po Box 241031,Douglas,AK,99824,USA
Pioneer Memorial Park Inc,http://,,EIN 92-0042250,Po Box 70176,Fairbanks,AK,99707,USA
Spiritual Assembly Of The Bahais Of Palmer,http://,,EIN 92-0075276,Po Box 2,Palmer,AK,99645,USA
Jesus Video Project Alaska,http://,,EIN 92-0156707,P.O. Box 91280,Anchorage,AK,99509,USA
Eagle River Lions Foundation,http://,(907) 694-9958,EIN 94-3055546,Po Box 771046,Eagle River,AK,99577,USA
Alaska Junior Theater Inc,http://www.akjt.org,(907) 272-7546,EIN 92-0081984,430 W 7th Ave Ste 30,Anchorage,AK,99501,USA
Moose Pass Public Library Inc,http://,,EIN 92-6002638,Po Box 154,Moose Pass,AK,99631,USA
Friends Of The Glory Hole,http://,,EIN 91-1822884,PO Box 211231,Auke Bay,AK,99821,USA
Trout Unlimited,http://,,EIN 52-1491936,799 Quasar Dr,Fairbanks,AK,99712,USA
Law Project For Psychiatric Rights Inc,http://,,EIN 55-0805233,406 G St Ste 206 No 206,Anchorage,AK,99501,USA
Denali Arts Council,http://,,EIN 92-0083375,Po Box 404,Talkeetna,AK,99676,USA
Bristol Bay Development Foundation,http://,,EIN 92-0087035,PO Box 310,Dillingham,AK,99576,USA
TRUSTEES FOR ALASKA,http://www.trustees.org,907.276.4244,EIN 92-6010379,1026 W 4TH Ave Ste 201,Anchorage,AK,99501,USA
Tanalian Outstanding Performance Scholarships,http://,,EIN 92-0151642,1 School Road,Port Alsworth,AK,99653,USA
Palmer Senior Citizens Center Inc,http://,(907) 745-5454,EIN 92-0078503,1132 S Chugach St,Palmer,AK,99645,USA
Turning Point Community Church Inc,http://,,EIN 92-0158148,Po Box 111964,Anchorage,AK,99511,USA
Haines Senior Citizens Center Inc,http://,(907) 766-3199,EIN 92-0095820,Po Box 835,Haines,AK,99827,USA
Alaska Alpine Rescue Group,http://,,EIN 92-0078755,1736 Farmers Loop,Fairbanks,AK,99709,USA
Valley Fiber Arts Guild,http://,,EIN 92-0095938,Po Box 876142,Wasilla,AK,99687,USA
First City Best Effort Cage Camp,http://,(907) 247-3050,EIN 92-0138646,Po Box 1374,Ward Cove,AK,99928,USA
Pet Pride Of Alaska Incorporated,http://,,EIN 92-0094506,Po Box 70229,Fairbanks,AK,99707,USA
Northwest Section Of The Ninety-Nines,http://,,EIN 91-1852811,PO Box 33157,Juneau,AK,99803,USA
Zach Gordon Teenage Club Inc,http://,,EIN 92-0014675,Po Box 21153,Juneau,AK,99802,USA
Hospice Of The Central Peninsula Inc,http://,,EIN 92-0118643,Po Box 2584,Soldotna,AK,99669,USA
Trapper Creek Bible Church,http://,,EIN 51-0172427,Po Box 60a,Willow,AK,99688,USA
National Spiritual Assembly Of The Bahais Of Alaska Tok,http://,,EIN 92-0084036,Po Box 615,Tok,AK,99780,USA
Providence Health & Services - Washington,http://,,EIN 92-0154835,3760 Piper St Ste 1047,Anchorage,AK,99508,USA
Alaska Rural Electric Cooperative Association Educational Foundation,http://,(907) 561-6103,EIN 94-3137784,703 W Tudor Rd Ste 200,Anchorage,AK,99503,USA
Brevig Memorial Lutheran Church,http://,,EIN 92-0123168,Box 12,Brevig Mission,AK,99785,USA
Voice For Christ Ministries Incorporated,http://www.vfcm.org,(907) 832-5426,EIN 92-0085008,Po Box 474,Nenana,AK,99760,USA
Turning The Tides,http://,,EIN 92-0108526,1991 Hughes Way,Juneau,AK,99801,USA
Boys & Girls Clubs - Alaska,http://www.bgcalaska.org,(907) 248-5437,EIN 92-0036082,2300 West 36th Avenue,Anchorage,AK,99517,USA
4020111 Far North Ll,http://www.littleleague.org/,,EIN 22-2501484,Po Box 232446,Anchorage,AK,99523,USA
Nami Of Fairbanks Alaska Inc,http://,(907) 456-4704,EIN 92-0109272,Po Box 72543,Fairbanks,AK,99707,USA
Joy Child Care Center,http://,,EIN 92-6011664,10111 E Eagle River Loop Rd,Eagle River,AK,99577,USA
Seldovia Oil Spill Response Team,http://,(907) 234-7400,EIN 92-0132791,Po Box 194,Seldovia,AK,99663,USA
Christian Life Fellowship Inc,http://,,EIN 92-6010799,Po Box 6431,Anchorage,AK,99506,USA
Association Of Alaska School Board,http://www.aasb.org,(907) 463-1660,EIN 92-0098760,1111 W 9th St,Juneau,AK,99801,USA
Juneau Hospice Foundation,http://,,EIN 91-1826411,222 Seward St Ste 205,Juneau,AK,99801,USA
Civil Air Patrol 50009 Fairbanks Composite Squadron,http://www.capnhq.gov/,,EIN 23-7561715,P O Box 83332,Fairbanks,AK,99708,USA
Armed Services Ymca Of The Usa,http://,,EIN 92-0016680,Po Box 6272,Jber,AK,99506,USA
Lady Cougar Softball Booster Club,http://,,EIN 92-0146170,Po Box 113352,Anchorage,AK,99511,USA
"Alaska Christian Family, Inc.",http://,,EIN 92-0159718,PO Box 210124,Anchorage,AK,99521,USA
South East Alaska Land Trust,http://www.southeastalaskalandtrust.org/,(907) 586-3100,EIN 92-0156402,119 Seward St Ste 2,Juneau,AK,99801,USA
Cape Decision Lighthouse Society,http://,,EIN 31-1591643,224 Katlian St,Sitka,AK,99835,USA
Goldenview Parent Teacher Student Association,http://www.alaska.net/~akpta/,,EIN 91-1794839,15800 Golden View Dr,Anchorage,AK,99516,USA
St Elizabeth Ann Seton Parish,http://,,EIN 92-0122388,2901 Huffman Rd,Anchorage,AK,99516,USA
Gods Place Mother Lawrence Foundation Inc,http://,,EIN 92-0160726,3609 Richmond Ave,Anchorage,AK,99508,USA
Alaska Public Radio Network,http://,,EIN 92-0068879,3877 University Drive,Anchorage,AK,99508,USA
Main Street Strays Caring For Community Cats Inc,http://,,EIN 45-4474399,Po Box 22127,Flagstaff,AZ,86002,USA
TUCSON AMATEUR ASTRONOMY ASSOCIATION INCORPORATED,http://tucsonastronomy.org,(520) 792-6414,EIN 74-2401304,PO Box 41254,Tucson,AZ,85717,USA
Rockstar Canine Rescue & Sanctuary,http://www.rockstarrescueaz.org/,8588762558,EIN 45-3272239,530 E. McDowell Rd. #107-269,Phoenix,AZ,85004,USA
ICAN: Positive Programs for Youth,http://www.icanaz.org/,(480) 821-4207,EIN 86-0761030,650 E. Morelos St.,Chandler,AZ,85225,USA
Helping Orphaned Hounds Rescue,http://helpingorphanedhounds.org,(602) 680-0713,EIN 27-1868373,43541 W Cowpath Rd,Maricopa,AZ,85138,USA
S H I E L D Foundation,http://www.shieldfoundation.us,602-203-4357,EIN 95-3351635,5025 North Central Avenue # 517,Phoenix,AZ,85012,USA
Cochise College Foundation,http://www.cochise.edu,,EIN 86-0211414,4190 W Highway 80,Douglas,AZ,85607,USA
Answers for Life Pregnancy Center,http://www.afltucson.com,520-308-8990,EIN 46-3601678,627 N Swan Rd,Tucson,AZ,85711,USA
Good News India,http://www.goodnewsindia.org,855-464-2445,EIN 86-1003656,P.O. Box 72747,Phoenix,AZ,85050,USA
The Weil Foundation,http://www.weilfoundation.org,(520) 647-7865,EIN 86-1049023,Po Box 13006,Tucson,AZ,85732,USA
Foundation for Children With Microcephaly,http://www.microcephaly.org,(623) 476-7494,EIN 83-0478788,21620 N. 26th Ave.  #140,Phoenix,AZ,85027,USA
COMMUNITY ALLIANCE AGAINST FAMILY ABUSE,http://www.caafaaz.org,(480) 982-0205,EIN 86-0912044,PO Box 3778,Apache Junction,AZ,85217,USA
New Era Childrens Fund,http://www.newerachildrensfund.org,,EIN 86-0978466,12614 N 28th St,Phoenix,AZ,85032,USA
Face in the Mirror Foundation,http://www.faceinthemirror.org,(480) 443-1344,EIN 81-0641294,6615 N Scottsdale Rd Suite 118,Scottsdale,AZ,85250,USA
Make Way For Books,http://www.makewayforbooks.org,5203986451,EIN 31-1583036,700 North Stone Avenue,Tucson,AZ,85705,USA
Mini Angel Eyes,http://www.miniangeleyes.org,602-400-0826,EIN 47-4523739,31711 N 164th St,Scottsdale,AZ,85262,USA
Junior League Of Phoenix Inc,http://www.jlp.org,(602) 234-3388,EIN 86-0178631,2505 N Central Ave,Phoenix,AZ,85004,USA
Christian Growth Ministries Inc,http://,,EIN 56-2505502,6321 E Catalina Dr,Scottsdale,AZ,85251,USA
Arc Of Arizona Inc,http://www.tempearc.org,(480) 966-8536,EIN 94-2778658,Po Box 26014,Tempe,AZ,85285,USA
Flagstaff Shelter Services Inc,http://www.flagstaffshelterservices.org,,EIN 20-4921369,Po Box 1808,Flagstaff,AZ,86002,USA
Turn Your Life Around (TYLA) Inc,http://www.tylahelps.com,520-887-2643,EIN 32-0219375,"1109 W Prince Road, Suite 111",Tucson,AZ,85705,USA
"Bridging-AZ Furniture Bank, Inc.",http://www.bridgingaz.org,480-375-5454,EIN 20-1207001,25 N. Extension,Mesa,AZ,85201,USA
Heard Museum,http://www.heard.org,(602) 251-0221,EIN 86-0107517,2301 N Central Ave,Phoenix,AZ,85004,USA
Casa Center for Positive Social Change,http://www.casacares.org,602-254-6400,EIN 86-0299194,3030 North 3rd Street #200 Suite 200,Phoenix,AZ,85012,USA
Valley Dogs Inc,http://www.valleydogs.org,(480) 898-3647,EIN 26-0896950,Po Box 364,Gilbert,AZ,85299,USA
Women In New Recovery,http://www.winr.org,480-464-5764,EIN ,860 N. Center Street,Mesa,AZ,85201,USA
Women's Aglow Fellowship,http://www.aglow.org/,,EIN 86-0471597,1121 Paseo Pescador,Bullhead City,AZ,86442,USA
DESERT RIVERS AUDUBON SOCIETY,http://desertriversaudubon.org/,480-413-9805,EIN 20-5188919,1121 N. Terrace Road,Chandler,AZ,85226,USA
Girls Rule Foundation Inc.,http://www.girlsrulefoundation.org/, (480) 282-4242,EIN 45-2923956,15831 S. 42nd Street,Phoenix,AZ,85048,USA
Odyssey Preparatory Academy,http://www.odyprep.com,(623) 327-3111,EIN 26-2253742,6500 S Apache Rd,Buckeye,AZ,85326,USA
Posa Outreach Inc,http://,,EIN 30-0322692,7229 E 1st Ave,Scottsdale,AZ,85251,USA
National Multiple Sclerosis Society,http://www.nationalmssociety.org/aza,(480) 968-2488,EIN 86-0180887,5025 E Washington St Ste 102,Phoenix,AZ,85034,USA
International Pain Foundation,https://www.internationalpain.org,480-882-1342,EIN 47-3080556,38556 N. Dave Street,San Tan Valley,AZ,85140,USA
