name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Variety Freedom Program	Variety Future Kids Program	Chatter Matters! Communication Camp
Olbrich Botanical Society Inc	http://www.olbrich.org	(608) 246-4586	EIN 39-1357247	3330 Atwood Ave	Madison	WI	53704	USA	Environment	Olbrich botanical gardens enriches life by nourishing and sharing the beauty of gardens, the joy of gardening, the knowledge of plants, and the diversity of our world. Olbrich botanical gardens is dedicated to the creation, conservation, and interpretation of gardens and plant collections hardy to the american midwest or native to the world's tropical forests for study, enjoyment, and public benefit. The public private partnership of oblrich botanical society and the city of madison parks division makes the mission possible.					Special events: olbrich offers a number of free and low-cost events to members and the general public. Special events at olbrich botanical gardens are generally mission-related, are traditional activities held within the gardens, provide educational opportunities for families or pure enjoyment within the gardens for all audiences. Blooming butterflies is a signature summer-time event that attracts families and provides educational information and includes visits to all the gardens. The signature holiday event, holiday express, showcases model trains in a miniature garden setting with holiday themes. Olbrich's concert series provides musical entertainment with the garden setting - a traditional garden activity.   education programs: olbrich botanical gardens provides hundreds of diverse classes and workshops for families, adults, and youth each year and its education programs encompass many other experiences. Olbrich education reaches teachers, adult groups, schools, scout groups, and other k-12 community youth organizations. Olbrich's eco-friendly tram provides interpretive and transportation services in the outdoor gardens - especially for those who need assistance to move around the gardens. In addition docent-led tours of the gardens are conducted annually and reach more than 1000 adult and family visitors.   garden and conservatory maintenance and enhancement: olbrich botanical society assists the city of madison parks division to maintain and enhance olbrich's outdoor gardens and bolz conservatory.   other program service activities: volunteer support, visitor services			
Banting School Pto Inc	http://		EIN 39-1868435	2019 Butler Dr	Waukesha	WI	53186	USA	Education, Parent & Teacher Groups									
JLS Swimming Memorial	https://sites.google.com/site/jlsswimmingmemorial/		EIN 47-3143948	20593 Co Hwy ZZ	Cornell	WI	54732	USA										
Laura And Peter Mossakowski Family Dog Park Ltd	http://		EIN 46-4381046	2555 Continental Ct	Green Bay	WI	54311	USA	Animal-Related, Animals									
Watertown Food Pantry Inc	http://		EIN 39-1516698	204 N 10th St	Watertown	WI	53094	USA	Food, Food Banks & Pantries	Supply food for people in need					Supply food for the people in need throughout the watertown area			
Women In Trucking Association Inc	http://www.womenintrucking.org	(888) 464-9482	EIN 20-8091520	5528 Jacks Dr	Plover	WI	54467	USA	Chambers of Commerce & Business Leagues	Women in trucking was established to encourage the employment of women in the trucking industry, promote their accomplishments and minimize obstacles faced by women employed in the trucking industry.					General program - women in trucing association inc. Represents carriers, suppliers individual professionals and drivers in encouraging the employment of women in the trucking industry, promoting their accomplishments and minimizing obstacles faced by women working in the trucking industry  accelerate conference and expo - planning and preparation for the inaugural conference to be held september 20-22, 2015. Professionals in transportation, logistics and supply chain will learn about critical transportation issues and trends, along with perspectives of the positive impact women can have on the industry.   the "salute to the women behind the wheel" is an annual event where professional female drivers are recognized and honored.			
Box of Balloons	http://www.boxofballoons.org	608-669-6534	EIN 46-4826289	PO Box 28	Sun Prairie	WI	53590	USA		Box of Balloons is a non-profit organization on a mission to make each birthday happy and every child celebrated. Every child deserves to feel special, be celebrated and have a memorable party.  Unfortunately that is not possible or many families.  22% of children in America live below the poverty level, and although we are aware and support of basic survival needs being met first we also believe that a birthday celebration can give families the hope they may be missing.     Our focus is to ensure each child feels special and celebrated on their birthday.  A child's birthday should be happy despite a family's current situation, living conditions, or financial status.     Our fundamental goal is to provide joy, hope and celebration for the child and their family.	Box of Balloons was established in November 2013, and to date we have sponsored over 140 birthdays.	low-income/homeless children.	Over 100 children in need		We work with community leaders, school counselors and homeless shelters to identify deserving families.			
Food Allergy Association Of Wisconsin Inc	http://		EIN 68-0649765	2722 Union St	Madison	WI	53704	USA	Health, Public Health									
ANGELS WISH INC	http://www.angelswish.org	(608) 848-4174	EIN 39-1990376	161 Horizon Drive Suite 106	Verona	WI	53593	USA	Animal Protection & Welfare, Animals	Angel's Wish is dedicated to reducing animal overpopulation, rehoming companion animals, and raising awareness of animal welfare issues in South Central Wisconsin.					In 2014 we took in 417 cats, 10 dogs, and one bird. We adopted 434 cats, 8 dogs, and one bird. All cats and dogs were spayed/neutered, vaccinated, and tested prior to adoption. All dogs were microchipped prior to adoption. Starting in the 4th quarter of 2014, we microchipped all cats prior to adoption as well.   the inventory in our retail area consists of good quality animal care supplies necessary for new adopters. We also carry products that serve to educate and further our mission and prevent behavioral issues that lead to unnecessary surrender of companion animals.   our organization microchipped 251 cats and 42 dogs in 2014. We now aim to microchip all cats and dogs prior to adoption. We microchipped almost 40% more animals than the previous year.			
Beta Alpha Psi National Council	http://		EIN 36-3557484	3202 N Maryland Ave	Milwaukee	WI	53211	USA										
Friends Of Pheasant Branch Conservancy Inc	http://	(608) 252-5917	EIN 39-1838491	5516 Sandhill Dr	Middleton	WI	53562	USA	Environment, Natural Resources Conservation & Protection	Conservancy, education and restoration					Provide ongoing restoration to the conservancy			
Non-Toxic Youth Alternatives Inc	http://		EIN 39-1860180	204 W Fulton St	Edgerton	WI	53534	USA										
