name	url	telephone	tax_num	street	locality	region	postcode	country	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Causes	Results
Montgomery Museum Of Fine Arts Association	http://www.mmfa.org	(334) 240-4333	EIN 63-6049847	1 Museum Dr	Montgomery	AL	36117	USA	The purpose of the montgomery museum of fine arts is to collect, preserve, exhibit and interpret art of the highest quality for the enrichment, enlightenment and enjoyment of its public.				Permanent collection/acquisitions: the museum's mission to collect, preserve, and interpret art for montgomery and central alabama is made tangible by the art we hold in trust for the community. The museum acquired 44 works of art for the permanent collection in 2014, focusing on augmenting our core collection of american art. Acquisition highlights included a painting from 1922-1925 by the american modernist painter max weber, and a 1983 glass sculpture by the father of the american studio glass movement, harvey littleton. The staff continues to execute research into the history and importance of the works in our permanent collection, and to make this information available through our collections database, which has improved access through our websites online search features. The public can browse the collection highlights using portfolio views or search the entire collection, which is currently about 90 percent accessible.   exhibitions: the museum hosted 14 temporary exhibitions of art during the 20132014 fiscal year. In addition to regular installations of art from the permanent collection, this group of temporary exhibitions reflected the museum's goal of presenting works of art in a variety of media, and from many cultures and periods. These exhibitions included an american collection: art for life's sake: african art from the mmfa collection, september 6 through november 16, 2014; creator/createdjerry siegel portraits and artists from the mmfa permanent collection, march 8 through june 1, 2014; ke francisa selection of large-scale works, march 15 through june 16, 2014; in time we shall know ourselves american photographs, 1974: photography by raymond smith, june 14 through september 21, 2014;romantic spirits: nineteenth century paintings of the south from the johnson collection, april 12 to july 6, 2014, and others.   educational programs:during the past fiscal year, the education department offered tours for school age children. Adult programs, classes, exhibitions, lectures, studio classes and workshops for audiences of all ages were also presented. The artworks corridor featured student art from elementary through high school in quarterly exhibitions from public and private schools. The education department offered monthly programs for the public, including family art affairs and first sunday. These programs offered tours and programs to the public. Studio classes and workshops that featured professional art teachers were offered throughout the year. The museum also offered outreach programs to the local e. D. Nixon community center, mt. Meigs department of youth services, and artist in residence at wares ferry elementary school. The education department offered several annual programs throughout the year including a homeschool event, puppet shows, and flimp chalk festival. Teen programs offered by the education department included the ap art history class, muses, and junior curators. A writing workshop, career event and teen focused events were also offered.	Art Museums, Arts & Culture	
Huntsville Pilgrimage Association	http://		EIN 63-0879492	Po Box 2962	Huntsville	AL	35804	USA							
Shepherds Fold Inc	http://	(205) 780-6211	EIN 63-0925428	Po Box 2084	Birmingham	AL	35201	USA	Transition of ex-offenders to the community				Providing shelter, clothing, job counseling, and guidance for individuals re-entering society from prison.	Crime & Law, Inmate Support	
Metro Humane Guild	http://		EIN 63-1112088	2229 Peacock Ln	Birmingham	AL	35223	USA							
Mcadory Volunteer Fire And Rescue Department Area Three, Inc.	http://		EIN 63-1022220	PO Box 21	Mc Calla	AL	35111	USA						Disaster Aid, Fire Prevention	
Chambers County Farmers Federation	http://	(334) 864-4355	EIN 63-6065891	1006 Avenue A	Lafayette	AL	36862	USA	The farmers federation is an agricultural membership organization which provides services to members and grants to non-profit causes.				The farmers federation is a membership organization which provides services to members and grants to non-profit causes		
Highland Health Systems	http://		EIN 63-6062111	Po Box 2205	Anniston	AL	36202	USA						Community Health Systems, Health	
American Institute Of Holistic Theology	http://www.aiht.edu	(205) 417-2811	EIN 26-4808143	2101 Magnolia Avenue Suite 410	Binningham	AL	35205	USA	Post-secondary education of students in holistic theology and interfaith studies through distance-learning and independent studies; ordain applicants after they earn their degree.				Approximately 182 students educated, 65 degrees awarded, and 8 ordination graduates.	Education, Educational Services	
Full Gospel Businessmens Fellowship International	http://		EIN 59-1860084	503 Junaluska Ave	Dothan	AL	36303	USA							
Boy Scouts Of America	http://www.BSA.scouting.org/		EIN 63-6021983	PO Box 1000	Anniston	AL	36202	USA	The Mission of the Boy Scouts of America is to prepare young people to make ethical choices over their lifetime by instilling in them the values of the Scout Oath and Law. To support Boy Scouts of America, visit www.give2bsa.org.					Boy Scouts of America, Children & Youth	
Still Serving Veterans	http://www.stillservingveterans.org/home0.aspx	2568837035	EIN 20-4515040	626 Clinton Ave w. Suite 200	Huntsville	AL	35801	USA	To empower Veterans and their families to optimally transition into post-military lives through job readiness training and connections to Veteran-friendly businesses that are ready to hire, through assistance obtaining all the VA benefits and services they have earned and deserve, and through expert referrals to local, state, and national resources to ensure every need is met.	Veterans and their family members	over 300 Veterans with employment issues and conducted over 3,000 one-on-one counseling sessions	Alabama	Jobs & Training, VA Claims & Benefits, Community Resources		Since 2007, SSV has served over 16,000 Veterans and secured over $208 million in cumulative new benefits, services, & salaries for their Veteran clients. In 2015, SSV conducted 6,044ndividual counseling sessions and helped 523 Veterans secure meaningful new careers, and brought back to our Veteran clients over $13.5 million in new benefits, services, and salaries that they may not have gotten without an advocate.
Alabama Basketball Foundation	http://		EIN 63-1096332	216 Summit Blvd Ste 300	Vestavia	AL	35243	USA							
Laura Sullivan Memorial Trust	http://		EIN 75-6052367	Po Box 2886	Mobile	AL	36652	USA							
Thomas Hospital Foundation Inc	http://thomashospital.com/foundation	(251) 435-3030	EIN 63-1109256	Po Box 929	Fairhope	AL	36533	USA	The organization was founded to foster and support the activities of thomas hospital, to encourage public support of the hospital and to advance its charitable, educational and scientific purposes.				Thomas hospital foundation provided over 215,000 to thomas hospital during the year ended march 31, 2015 to support specific hospital activities. The foundation provided grants of 85,386 to the hospital for a zero gravity radiation protection system and ceiling monitors for the cath lab. In addition,over 41,000 was provided to the pediatics unit for rehab equipment, sleep sacks for newborns, and other equipment. The halo sleepsack is a wearable blanket that replaces loose blankets in the crib that can cover a baby's face and interfere with breathing. A grant of 32,323 was used to purchase shuttle carts for hospital protective services to use to help visitors get from the parking lot to the building. Thomas hospital's diabetic education department received grants totaling 12,381 to purchase new laptops for cpoe training, continuing education and new employee training. This department also received a grant of 3,761 to purchase clinical educational manikins. Diabetes education is a collaborative process aimed at giving people with diabetes and those at risk of developing diabetes the knowldege and skills necessary to modify behavior and sucessfully self-manage the disease and its related conditions. The foundation recognizes that training hospital staff is crucial to the success of the program. During this fiscal year the birth center received over 19,000 to make various equipment purchases and provide continuing education on subjects that affect mothers and/or infants just before and after birth including fetal monitoring and lactation education. This year the employee assistance fund granted 10,974 to employees facing unexpected or extraordinary financial circumstances.		
Disabled American Veterans	http://	(334) 347-7009	EIN 63-0421186	305 Inglewood Dr	Enterprise	AL	36330	USA	Disabled american veterans of alabama, inc was organized as an association of men and women who were wounded, gassed, injured or disabled in the line of duty during time of war.				To aid men and women who were wounded,gassed,injured or disabled in the line of duty during time of war.   to aid men and women who were wounded,gassed,injured or disabled in the line of duty during time of war.		
