name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Council On Domestic Abuse Inc	http://www.codaterrehaute.org	(812) 234-3441	EIN 31-1172856	4470 S Houseman St	Terre Haute	IN	47802	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	Elimination of domestic abuse and sexual assault through societal change and the empowerment of abused individuals and their minor children		Provides shelter and outreach assistance to victims of domestic abuse and sexual assault			
BARTHOLOMEW COUNTY HUMANE SOCIETY INC	http://www.bartholomewhumane.org	812-372-6063	EIN 23-7282731	4110 East 200 South PO Box 1088	Columbus	IN	47201	USA	Animal Protection & Welfare, Animals	Our mission is to aid our community in moving toward a more responsible and nurturing environment for animals so that fewer animals have to be destroyed because there are no homes for them and so that their quality of life is proportionate to the joy and devotion they offer as sentient creatures.		Full service sheltering for homeless animals including spay and neuter services, humane education for schools and scouting programs, pet cemetery, volunteer opportunities, partnerships with local high schools for Senior Project graduation requirements, partnership with high school vocational training classes for shelter construction and marketing.			
Greater North Clark Healthcare Foundation Inc	http://		EIN 31-1127580	Po Box 232	Charlestown	IN	47111	USA		Medical grants and scholarships		Grants for community medical projects and services, and scholarships for medical students.			
Monrovia Festival & Civic Association Inc	http://		EIN 31-1248874	Po Box 65	Monrovia	IN	46157	USA							
BAPTIST CHILDRENS HOME AND FAMILY MINISTRIES INC	http://	219-462-4111	EIN 35-1051511	354 West St	Valparaiso	IN	46383	USA		BCH, Incorporated, operating as Baptist Children's Home domestically and Global Compassion internationally, brings hope to hurting and troubled children and families, striving to teach them how to live a godly life in spite of painful or seemingly unfair circumstances. BCH provides this hope through group and foster home care for children, Christian family and/or personal counseling, adoptive services and care for pre-born children. In short, if it affects the family, BCH is there to help.		Child Care (Group Homes), Foster Care, Adoption Services.  Programs in US, India and Liberia			
Madison-Jefferson County Humane Society Inc	http://		EIN 35-1855559	Po Box 257	Madison	IN	47250	USA	Animal Protection & Welfare, Animals						
Training, Inc.	http://www.traininginc-indy.org		EIN 35-1682914	333 N Pennsylvania St Ste 900	Indianapolis	IN	46204	USA	Employment Preparation & Procurement, Human Service Organizations, Human Services, Job Training	Training, Inc., founded in 1981, equips disadvantaged women and men to become self-sufficient. We provide unemployed or working poor people with marketable skills so that they can get and keep good jobs. Training, Inc. takes a person-centered approach -- clients learn how to manage their lives as well as gain hard skills. Graduates are able to begin careers in business support or medical clerical and begin their paths to family self-sufficiency.					
Youth Achievement League	http://		EIN 84-1703171	10036 E 10TH St	Indianapolis	IN	46229	USA	Children & Youth						
Independent Living Alternatives Inc	http://	(812) 314-3420	EIN 31-1141620	720 N Marr Rd	Columbus	IN	47201	USA	Homeless & Housing, Low-Income & Subsidized Rental Housing	To provide affordable, effective behavioral health care within an accessible system of services.		Independent living alternatives, inc was organized to construct, own and operate a 21 unit apartment community in richmond, indiana, known as cumberland apartments, pursuant to section 202 of the national affordable housing act, as amended. The corporation has entered into the standard fha regulatory agreements governing the operation of the project with the federal housing administration section of hud.			
Big Brothers and Big Sisters of Cass County Inc	http://www.bbbscassco.org	(574) 722-2222	EIN 31-1090037	110 4TH St	Logansport	IN	46947	USA	Big Brothers & Big Sisters, Children & Youth	CHARITABLE		The agency matches screened, trained volunteers with children from single parent families in which the absent parent has no regular contact with the child.			
Kids Dance Outreach	http://kidsdanceoutreach.org		EIN 36-4742032	456 N. Meridian St. 44801	Indianapolis	IN	46244	USA		Make a positive change in the lives of young people through the discipline of dance.	Indiana	Free dance classes: 9 week sessions (approx.) Schools on-site lectures Extension Programs Performance Opportunities Scholarships		improve the quality of life for underserved youth and their communities inspired by an educational dance experience.	Elementary school children throughout Indiana
Michigan City Area Schools Grant Acceptance Fund Inc	http://		EIN 20-1030236	408 S Carroll Ave	Michigan City	IN	46360	USA	Arts & Culture, Fund Raising & Fund Distribution						
Sugar Grove Church Inc	http://		EIN 35-6029760	58512 Old County Road 17	Goshen	IN	46528	USA							
Bethany Lutheran Church Of La Porte Foundation Inc	http://		EIN 35-1844880	102 G St	La Porte	IN	46350	USA							
United States Power Soccer Association Inc	http://	(510) 657-2912	EIN 20-5685042	8465 Keystone Crossing Dr	Indianapolis	IN	46240	USA	Special Olympics, Sports	Help persons with physical disabilities		Organization provided approximately 400 athletes with disabiities the opportunity to play, learn, and compete in the sport of power soccer.			
Concert Association Of Valparaiso	http://		EIN 31-0889606	Po Box 1355	Valparaiso	IN	46384	USA	Arts & Culture, Performing Arts						
Mustard Seed Of Central Indiana Inc	http://MustardSeedIndy.org	317-572-5724	EIN 47-1527284	10080 E 121st St., Ste 139	Fishers	IN	46037	USA	Thrift Shops	The mission of The Mustard Seed of Central Indiana, a Furniture Bank, is to help rebuild the lives of families & individuals who have suffered a disaster or personal tragedy by providing household furnishings.	Central Indiana	Furniture Bank - we receive and give gently used furniture and household items	We have served families who have escaped domestic violence, moved out of homelessness and the working poor. This year we are partnering with Military Family Relief Fund to serve Veterans and Youth Assistance Program to reach families in crisis.	the environment, Veterans, Homeless, Victims of fire, flood & other natural disasters, Domestic Violence Victims, Low- Income families & individuals, Elderly and many more.	
