name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Programs	Target demographics	Direct beneficiaries per year	Geographic areas served
Ukrainian Cultural Institute	http://	(701) 483-1486	EIN 45-0360262	Po Box 6	Dickinson	ND	58602	USA	Arts & Culture, Cultural & Ethnic Awareness	Preseve and promote the ukrainian culture.		Charitable and educational activities designed to preserve and promote the ukrainian culture. Major projects include: 1 - ukrainian festival - over 1,000 persons attending 2 - workshops - art and dance - average 60 persons 3 - community art shows 4 - art and cultural displays - ongoing 5 - newsletter 6 - pyrohy sales - ethnic food  charitable and educational activities designed to preserve and promote the ukrainian culture. Major projects include: 1 - ukrainian festival - over 1,000 persons attending 2 - workshops - art and dance - average 60 persons 3 - community art shows 4 - art and cultural displays - ongoing 5 - newsletter 6 - pyrohy sales - ethnic food			
American Association Of Lutheran Churches	http://		EIN 45-0414935	Po Box 1725	Minot	ND	58702	USA							
Progress Enterprises Inc	http://	(701) 252-6994	EIN 51-0176508	Po Box 2015	Jamestown	ND	58402	USA		A nonprofit corporation formed to provide vocational training, crisis intervention, employment and social opportunities for the mentally ill.		Operates transitional living facilities in jamestown and devils lake for care of mentally ill adults  operates crisis residential centers in jamestown, devils lake and rolla  operates a work activity center for chronically mentally ill adults.			
United Ostomy Association	http://		EIN 45-0331390	PO Box 203	Petersburg	ND	58272	USA							
Peter & Jill Mehl Ministries International	http://www.russianharvestministries.org	(218) 747-2358	EIN 36-3966323	Po Box 9621	Fargo	ND	58106	USA	Christianity, Protestant, Religion, Religion-Related	This ministry was organzied to reach those who need to hear the gospel. The number of people reached in the country of russia number in the thousands.		Support missionary programs  reached thousands of people in russia that needed to hear the gospel.			
Gateway to Science Center, Inc.	http://www.gatewaytoscience.org	701.258.1975	EIN 45-0443517	1810 Schafer Street, Suite 1 Frances Leach High Prairie Arts & Science Complex	Bismarck	ND	58501	USA		Gateway to Science opened in November 1994, to fill a need in our community for children of all ages to learn about science in an informal setting. We offer opportunities for learning in a hands-on way in the exhibits gallery and outreach programs that can be difficult for elementary teachers to duplicate in the classroom. The exhibits gallery is visited each school year by hundreds of students.	Gateway to Science is preparing for an expansion project to increase space in the exhibits gallery and add a laboratory classroom. Added space will provide our visitors and program participants even better exhibits and programs.	Hands-on exhibits gallery Science clubs for grades 1-6 Summer Science Camps Free Family Events:  January - Winter Wonderland  April - NanoDays  June - The Sound of Science  July - Family Rocket Day  August - Bubble Bliss	Elementary students and their families. However, Gateway to Science is a great place for all ages.		Located in Bismarck, North Dakota. Serving the entire state of North Dakota, northern South Dakota and eastern Montana. Familes from all over the country are welcome visitors!
Lake Agassiz Concert Band Inc	http://		EIN 36-3630216	103 48th Ave E	West Fargo	ND	58078	USA							
Williston Band Boosters Inc	http://	(701) 774-8813	EIN 45-0406978	Po Box 2232	Williston	ND	58802	USA		To promote and assist the programs of the williston school district 1 bands and to conduct fund raising activities in support of these programs		Promote and assist williston school dist 1 bands. This fiscal year 10,300 was dontated to the school district and over 500 students. Donations were to provide assistance with registration fees, uniform costs, and to provide new equipment.			
Bottineau Food Pantry	http://		EIN 45-0426982	118 11th St W	Bottineau	ND	58318	USA							
Lutheran Church Missouri Synod St Peters Lutheran School	http://		EIN 51-0215159	Local	Hannover	ND	58563	USA							
Dakota Heights	http://		EIN 45-0412331	501 19th St Ne	Jamestown	ND	58401	USA							
Red River Chapter Of American Theatre Organ Society	http://		EIN 45-0345023	2202 17 St S	Fargo	ND	58103	USA							
Great Plains Assistance Dogs Foundation	http://www.servicedogsforamerica.org	(701) 685-2242	EIN 45-0427665	Po Box 513	Jud	ND	58454	USA		To train and certify service dogs for individuals with disabilities.		For fiscal year ended june 30, 2015 service dogs for america has placed 5 ptsd (post traumatic stress disorder) service dogs; 1 seizure alert dog; and 1 ptsd/emergency medical response dog/mobility assist dogs. Service dogs for america has placed services dogs in several us states this fiscal year. As evidenced by the number of dogs placed, one of the newest and most successful programs service dogs for america currently has is the ptsd service dog program. All 5 ptsd service dos placed in this fiscal year were teamed with combat-connected disabled veterans. One thing that differentiates service dogs for america from many other training facilities is the fact that we place ptsd dogs with civilian clients as well as veterans. A lot of the programs are limited strictly to veterans. Another new program that has been developed and put into place this fiscal year is the diabetic alert (emergency medical response dog). There has been a fair amount of interest in the program from potential clients. It has also been a wonderful volunteer opportunity for us as we have many individuals in a 50 mile radius who collect and donate saliva samples for the program -which are used for "scenting" training for the dogs. We have expanded our inmate canine assistance programs (icap) this fiscal year. We started our flagship icap program in jamestown (james river correctional center) in 2008. In june 2015, we expanded into the bismarck region by adding a prison puppy program at missouri river correctional center (mrcc). With this program, our certified trainers instruct inmates on our dog training techniques and the inmates work to teach the dogs their basic 5 commands (sit, stay, down, heel, come) and some advanced service dog behaviors (alert, block, etc). The ultimate goals of this program are to offer inmates a useful job skill which will assist them in their transition back into society and to collaborate with a dog rescue organizations in the region to obtain dogs. The dogs will be trained by the inmates. After passing their canine good citizen test, the dogs will be temperament-tested by the master trainer & animal behaviorist on staff at service dogs for america. If sda's master trainer feel the dog has the characteristics of a good service dog, sda would take the dog into our program. If the dog doesn't meet the criteria for a service dog, the rescue organization will get the dog back and will be able to adopt out a well-trained dog. We feel it will be a beneficial endeavor for all involved, as lack of obedience is a main reason a lot of shelter pets are abandoned or returned. Sda has started laying the groundwork for a courthouse dogs (victims' advocacy) program since late last fall. This program would allow dogs to provide comfort and assistance to victims in every aspect of court proceedings (interviews, testimony, questioning, etc. ). The program planning is in its infancy, but should be in full swing by 2016.			
Ronald McDonald House of the Red River Valley	http://www.rmhcfargo.org	701-232-3980	EIN 45-0365598	1330 18TH Ave S	Fargo	ND	58103	USA	Health, Patient & Family Support	The mission of the Ronald McDonald House of the Red River Valley is to provide home-like comfort, support and care for families with children receiving medical care in Fargo-Moorhead.		a safe, comfortable, and supportive home for families to stay in while their child receives medical care.	families with cildren recieving medical care in the Fargo-Moorhead area.		Fargo
Friends Of Upper Missouri Valley Fair Association, Inc.	http://		EIN 45-0433440	205 E Broadway	Williston	ND	58801	USA							
Friends Of Fine Arts And Academics	http://		EIN 45-0441514	Po Box 103	Oakes	ND	58474	USA	Arts & Culture						
South Central Arch Consortium	http://		EIN 45-0401541	612 Center Ave North	Ashley	ND	58413	USA							
Redeemer Lutheran Church	http://		EIN 45-6025187	Po Box 526	Langdon	ND	58249	USA							
Hospice Of The Red River Valley	http://www.hrrv.org	(701) 356-1500	EIN 45-0349152	1701 38th St S Ste 101	Fargo	ND	58103	USA	Hospices, Human Services	The organization's mission, as stated in its by-laws, is: the purpose of the corporation shall be charitable and educational. The mission/purpose of the corporation is: a good dying and death experience is a basic human desire, a common life experience and a quality of life issue. Hospice of the red river valley has an obligation to those we serve to provide the following: 1) a quality end-of-life experience for the individual that is dying; 2) a quality end-of-life experience for the individual's loved ones; 3) a quality workplace environment for the staff and volunteers of hospice of the red river valley; 4) a higher quality of life for the community as community members know they have a place to go where they will find needed support for their own end-of-life experience of a loved one.		Hospice care; medically directed and team-coordinated services to terminally ill patients and their families. Patients and families receive care according to plans personalized to each family's needs, wishes and abilities, enlisting all the skills of the hospice team. This care and services are provided to people throughout a 29-county service area in the greater red river valley area of the north dakota/minnesota border, and is provided without regard for the patient or family's ability to pay. In 2014, hospice of the red river valley served 1,609 patients from offices in fargo, grand forks, lisbon, mayville and valley city, north dakota and detroit lakes and thief river falls, minnesota.   public education on dying, death, grief and loss, plus public support through support groups and classes and other community education events.			
Northland Harvest Church Inc	http://		EIN 45-0362722	Po Box 4125	Minot	ND	58702	USA							
Bismarck Recreation Council	http://	(701) 222-6455	EIN 45-0384442	420 East Front Avenue	Bismarck	ND	58504	USA		To stimulate and interest the citizens of bismarck in the expansion and upgrading of parks, playgrounds, athletic arenas, and other recreational facilities and construction and maintenance of such recreational facilities by municipal and other public authorities; to provide financial assistance to youths from bismarck and surrounding communities and to contribute to the betterment of the community through promotion and support of the development of recreation programs and facilities.		Support recreational activities through renovation of municipal ball park for youth activities, providing swimming lessons for youth and adults and providing arts and science programs for youth.			
Lisbon Pta	http://		EIN 45-0446963	7354 134th Ave Se	Lisbon	ND	58054	USA	Education, Parent & Teacher Groups						
Tzeva - Youth Building a Future	http://www.tzeva.org.il	+972-3-6442605	EIN 	38 Habanay st.	Holon		58856	Israel		Tzeva is a non-profit organization established in 1999, which strives to mend the widening economic and social gaps in the Israeli society, and to contribute to a more active society, based on values of personal and social responsibility through education. In Tzeva we believe that each individual in the Israeli society has the ability to make a difference and that every child deserves a chance to succeed.   Tzeva works towards achieving equality of opportunity through education and towards a shared society. We invest daily in the practical education of children and contribute to a more active community by establishing and operating after-school study and enrichment centers in public schools and community centers across Israel. In Tzeva we cater to underprivileged children between the ages of 9 and 12, who struggle at school and whose parents often suffer from poverty and unemployment and have little awareness regarding the importance of education. Attempting to promote social involvement, Tzeva incorporates volunteers from all professions and walks of life to work with disadvantaged children including university students, soldiers, professionals and business people, using them as positive role models who can encourage the children to reach their full potential.					Israel - nationwide
Plainswoman Inc University Station	http://		EIN 45-0340943	PO Box 8027	Grand Forks	ND	58202	USA							
Leo Janowski Foundation	http://	(701) 682-5184	EIN 45-0418966	711 Jenks St	Munich	ND	58352	USA		Catholic education		St. Mary's catholic church has approximately 300 parishioners. It is a rural parish and contributions are normally made to the parish to be used as the parish deems necessary, such as education, cemetery upkeep, etc.			
Sheridan Senior Citizens Activity Center Inc	http://		EIN 45-0336012	Po Box 574	Mcclusky	ND	58463	USA							
Red River Dance And Performing Company	http://		EIN 45-0345335	2921 Fiechtner Dr S	Fargo	ND	58103	USA							
Willinastics Support Group, Inc.	http://		EIN 45-0424882	PO Box 2292	Williston	ND	58802	USA	Amateur Sports, Sports						
Langdon Area Hockey Boosters	http://	(701) 256-2910	EIN 45-0428914	9295 104th Ave Ne	Langdon	ND	58249	USA	Unknown	Build and maintain ice arena.		Build, operate and maintain ice arena			
My Favorite Place Day Care Inc	http://		EIN 45-0422818	619 N Broadway	Linton	ND	58552	USA	Child Day Care, Children & Youth						
Jamestown Soccer Federation	http://	(701) 251-1392	EIN 45-0363454	Po Box 1804	Jamestown	ND	58402	USA		To provide opportunities to area youth to play soccer.		Competitive and recreational soccer  rec and academy expenses			
Dresdon Doers	http://		EIN 45-0442224	1212 12th Ave	Langdon	ND	58249	USA							
Fort Seward Reconstruction	http://		EIN 45-0424571	Po Box 1393	Jamestown	ND	58402	USA	Unknown						
Watford City Economic Development Corporation	http://		EIN 36-3588863	Po Box 704	Watford City	ND	58854	USA							
Cando Pioneer Foundation Inc	http://		EIN 45-0338736	Po Box 142	Cando	ND	58324	USA							
Greater Grand Forks Inter-Agency Forum	http://		EIN 45-0348689	PO Box 12061	Grand Forks	ND	58208	USA							
North Dakota Elks Charitable Trust	http://	(701) 222-2200	EIN 45-6023903	322 E Main Ave	Bismarck	ND	58501	USA	Fraternal Societies	Funding of the north dakota elks association - (camp grassick expenses) for the operation of a camp for mentally and physically challenged persons		Funding of camp grassick which provides camp facilities and activities to mentally and physically challenged children and adults. Programs include speech/language services, occupational therapy activities, reading instruction, craft activities, swimming instructions and supervised recreation activities. The camp has provided services to over 3,400 children and adults in the past ten years.			
West Fargo Fire Department Inc	http://	(701) 433-5380	EIN 45-0318647	104 1st St	West Fargo	ND	58078	USA	Disaster Aid, Fire Prevention	Fire protection		Fire protection for the city of west fargo			
Tioga Medical Center	http://www.tiogahealth.org	(701) 664-3305	EIN 45-0308484	Po Box 159	Tioga	ND	58852	USA	General Hospitals, Health	The mission of tioga medical center is to address the health care needs of the community through providing quality health care and promoting education and wellness.		Tioga medical center provides delivery of healthcare services over eastern williams county, burke county and western mountrail county of the state of north dakota. Requirements of the irs community benefit standard for tax-exempt organizations are integral to tioga medical center's larger charitable mission of improving health and quality of life. Specifically, an independent board including community leaders, business experts and consumer representatives governs tioga medical center. The board has a history of commitment to acting with the highest integrity. For example:-policies on confidentiality of patient and corporate information are reviewed annually as a component of mandatory education, and a confidentiality statement is signed and/or reviewed annually by all employees and board members. -board members and key employees review and sign a conflict of interest statement annually. -tioga medical center's code of conduct is published in its employee handbook and included in general orientation of all new employees and volunteers. Tioga medical center also makes medical care accessible to the entire community it serves. Tioga medical center operates a 24 hour emergency room and provides emergency care regardless of ability to pay. Tioga medical center had 2393 emergency room visits during the past fiscal year. Tioga medical center provides clinical services needed to operate the emergency room. In addition, tioga medical center provides non-emergency services to the community it serves. It makes these services accessible to the community through participation in government programs like medicare and medicaid and by offering assistance through the tioga medical center's uncompensated care program. Tioga medical center's uncompensated care (charity care) program provides free services to patients who lack the resources to be fully responsible for the health care they receive. The uncompensated care program is designed to ensure the entire community served by tioga medical center has access to needed healthcare services. The tioga medical center administration oversees services delivered under the uncompensated care program, including assessing community needs, approving eligibility criteria and monitoring the effectiveness of the program in providing community access to medical care. Tioga medical center maintains records to identify and monitor the level of care provided under the uncompensated care program. These records include the amount of charges foregone for services and supplies furnished under its charity care program. Tioga medical center had costs for charity care for the year ended june 30, 2014 of approximately $7,000. Tioga medical center takes its mission to improve the health and quality of life of the people it serves a step further by reaching out to meet the broad needs of the community. It strives to identify the community needs beyond basic healthcare, and then respond to them, aiming to make a positive, life-enhancing difference in the community. For example, many employees and board members of tioga medical center are actively involved in volunteer organizations that serve to protect the community, such as the tioga fire & ambulance department. As a small community, it is vital for people to come to the aid, as volunteers, when people are in need of assistance. Tioga medical center allows its employees to leave the workplace to tend to the emergency needs of the community we serve. The tioga medical center, located at tioga, north dakota, is a provider of integrated healthcare delivery services consisting of a 25 bed medicare designated critical access hospital (cah). The tioga medical center cah is a level v designated trauma center. Within the cah, acute care services are provided, along with swingbed services.   attached to the cah is a 30 bed skilled nursing facility. This facility provides skilled and long term care services to its residents.   the medical center also operates three clinics located in tioga, ray, and powers lake. These clinics are medicare and medicaid designated provider-based rural health clinics. Within the clinics, they employ three physician assistants and one family nurse practitioner. These practitioners provide physician related services at these clinics, as well as to the cah and snf.   finally, attached to the nursing home is a 22 unit independent living unit. The organization also has a foundation that distributes scholarships.			
Grant County Medical And Dental Services Inc	http://		EIN 45-0318611	Box 368	Elgin	ND	58533	USA							
National Federation Of The Blind Of North Dakota	http://		EIN 45-0413206	909 8th St S	Fargo	ND	58103	USA	Centers to Support the Independence of Specific Populations, Civil Rights, Eye Diseases, Blindness & Vision Impairments, Health, Human Services	The NFB believes blindness is merely an inconvenience and, with proper skills and training, a blind individual can obtain success in his or her personal and professional life. The NFB offers many role models for blind children and newly blinded adults. The NFBC makes is possible for blind individuals to reach their full potential by providing information, scholarships, seminars, support networks and by keeping legislators informed of issues pertaining to blindness.					
Humane Society Of Grand Forks	http://www.gfpets.com	(701) 775-3732	EIN 23-7367340	4375 N Washington St	Grand Forks	ND	58203	USA	Animal Protection & Welfare, Animals	To provide humane animal services.		Provide an animal shelter, a city pound, animal adoptions, spay & neutering program and public education. Approximately 1,816 animals taken in during 2014.			
ST ANNES GUEST HOME	http://www.stannesguesthome.org	(701) 746-9401	EIN 45-0233776	524 N 17th St	Grand Forks	ND	58203	USA	Human Services, Seniors, Supportive Housing for Older Adults	St. Anne's guest home, a catholic health care facility, embraces residents of all faiths, genders, and races in creating an environment of living the gospel message through providing services, regardless of financial status, to maintain the physical, mental and spiritual well being of each individual so long as they are able to live within this facility.		St. Anne's guest home, a basic care facility, is licensed by the north dakota state health department for 47 beds to provide 24 hour care/supervision for vulnerable adults. This includes the elderly, mentally challenged, and the mentally and/or physically handicapped. Residents are admitted without regard to financial status. The census indicates that over 95% are on medicaid assistance. The following services are provided on a daily basis: nursing, personal care, dietary, housekeeping, laundry, and activities.			
Crystal River Ministry Center Inc	http://		EIN 45-0457324	Po Box 1712	Bismarck	ND	58502	USA	Protestant, Religion						
Minot Commission On Aging Inc	http://	(701) 852-0561	EIN 45-0318382	21 1st Ave Se	Minot	ND	58701	USA	Food, Meals on Wheels	The agency's mission		Title iii. The title iii program provides several services to area senior citizens. The agency operates several congregate meal sites and delviers meals to homebound senior citizens. The agency also provides outreach services. The agency also provides health services.   prairie rose health service. The agency provides services to senior citizens in their homes including cleaning and basic health services.   senior citizens league			
Finnish-American Historical Society Of North Dakota Inc	http://		EIN 45-0351251	Po Box 173	Brocket	ND	58321	USA							
North Dakota Congress Of Parents And Teachers	http://		EIN 45-0412618	117 6th Ave W	West Fargo	ND	58078	USA							
Renville County Historical Society Inc	http://		EIN 51-0163704	Po Box 5	Mohall	ND	58761	USA	Arts & Culture, Historical Organizations						
Caring Corp.	http://		EIN 45-0365172	6 S 8th St	New Rockford	ND	58356	USA							
Minot School For Allied Health	http://		EIN 45-0418366	PO Box 5020	Minot	ND	58702	USA	Education, Graduate & Professional Schools						
Casselton Ambulance Service Inc	http://	(701) 347-4004	EIN 45-0345286	Po Box 826	Casselton	ND	58012	USA		Volunteer ambulance service		We provide 24x7 emergency medical services to our community as well as a large portion of rural cass county			
Quicksilver Track Club Inc	http://		EIN 45-0432826	2831 Knight Dr	Grand Forks	ND	58201	USA	Amateur Sports, Sports						
Intertribal Christian Communications	http://indianlife.org	(204) 661-9333	EIN 45-0353302	Po Box 32	Pembina	ND	58271	USA		Religious		Christian religious media programs: assisted intertribal christian communications (canada)inc. , operating jointly as indian life ministries, with production and distribution of indian life newspaper 6 times annually, book production and distribution, and distribution of other christian literature, audio tapes, teaching and counselling (0 organization)			
National Association Of Housing & Redevelopment Officials	http://		EIN 45-0379894	410 S 2nd St	Bismarck	ND	58504	USA							
Three Rivers Gymnastics	http://		EIN 45-0403496	815 4th Ave S	Wahpeton	ND	58075	USA							
Dakota Montessori School	http://www.dakotamontessori.org	(701) 235-9184	EIN 45-0308160	1134 Westrac Dr S	Fargo	ND	58103	USA	Education, Preschools	To nurture children to become lifelong learners and citizens of the world using the montessori method of education		Dakota montessori school educates and provides childcare for children. Infants - the infant community accepts children at six weeks of age. They are free to grow and develop at their own pace, in calm, serene environment. Most parents sense that the montessori infant community provides their child something special. Toddlers - for nearly a century montessori teachers have been observing toddlers and creating a learning environment that responds to the developmental needs of early childhood with the benefit of a caring nurturing environment. Toddlers learn faster than most at any other time in their life. The toddler community respects this time in a child's life and offers group activities, as well as independent work periods. Pre-primary - the pre-primary community is primarily focused on five areas practical life, seasonal, language, math and cultural studies. The emphasis is on individual learning, though there are daily group lessons and social interactions. The pre-primary children make choices in areas that are of the greatest interest to them. Once the activity is introduced, the teacher is able to withdraw and the child is able to work independently. The love of learning is fostered each day and a sprint of respect and cooperation is developed. Elementary - the montessori elementary experience responds to the child's expanding view of the universe. Many new materials are introduced as the child enters into more abstract thinking. Their developing imagination embraces concepts larger than their immediate environment. The elementary curriculum is interdisciplinary, allowing science, social studies, the arts, language, math and foreign language converging in studies guided by the child's own questions. Emphasis is placed on the connections between the different areas of study, not on the mere presentations of detail.			
New Leipzig Economic Development Corporation	http://		EIN 45-0433476	Po Box 52	New Leipzig	ND	58562	USA	Economic Development						
Aneta Parkview Health Center	http://www.anetaphc.com	(701) 326-4234	EIN 45-0437292	Po Box 287	Aneta	ND	58212	USA	Health, Nursing Facilities, Seniors	Aphc is dedicated to providing holistic health care services. We will promote dignity and quality of human life and the advancement of growth through the dedication of staff and the community.		Aneta parkview health center is a 39-bed nursing facility in aneta, nd which provides long term care services to the surrounding area, in relation to its exempt purpose. The facility also provides hospice care, meals on wheels, outpatient therapy, respite care, a special alzheimer's unit and tube feedings.			
