name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Geographic areas served	Programs	Direct beneficiaries per year
Keep Truckee Meadows Beautiful	http://www.ktmb.org	(775) 851-5185	EIN 88-0254957	PO Box 7412	Reno	NV	89510	USA	Community Improvement & Capacity Building, Environment, Environmental Beautification, Philanthropy, Voluntarism Promotion	Keep Truckee Meadows Beautiful is dedicated to creating a cleaner, more beautiful region through education and active community involvement.			Keep Truckee Meadows Beautiful is a 501(c)3 nonprofit dedicated to creating a cleaner, more beautiful region through education and active community involvement. S5000797  For over 25 years, Keep Truckee Meadows Beautiful has been working with businesses, municipalities, community groups and individuals to keep our open space hills, the Truckee River, business corridors, and our neighborhoods beautiful for all to enjoy through our beautification and education programs and projects.	KTMB works with local businesses, city and county TREast4municipalities, community groups, and more than 3,000 volunteers every year to keep our area looking its best for all to enjoy through education and direct action.  With the help of key community partners, KTMB works towards solutions for hot topics that affect our community like illegal dumping in our open spaces and along the river, graffiti, and invasive weeds.  From public garden plantings, cleanup events, adopt-a-spot to hands-on youth activities, there are so many ways individuals and businesses can get involved to Keep Truckee Meadows Beautiful.		removed more than 50 tons of trash from our community, 	pulled 47 tons of invasive weeds from our river banks and parks, and 	kept more than 10,000 trees out of the landfill  instead helping them becoming mulch for myriad weed-abatement and soil-erosion projects!
Bahais Of Spring Creek	http://		EIN 88-0387791	635 Spring Valley Pkwy	Spring Creek	NV	89815	USA							
Winnemucca Foursquare Church	http://		EIN 94-3063732	Po Box 1288	Winnemucca	NV	89446	USA							
Think & Wonder Inc	http://www.thinkNwonder.org	702-706-4ART (42	EIN 20-5636274	PO Box 230232	Las Vegas	NV	89105	USA	Arts & Culture, Arts Services, Children & Youth, Visual Arts, Youth Development Programs	Think & Wonder Inc  "A Place Where Creativity Can Grow!"  An independent, completely altruist, not-for-profit, IRS 501(c)3 licensed organization committed to promoting art, culture, education, and improving communities through effective actions and hands-on programs.  Think & Wonder Inc presents educational, affordable and entertaining cultural experiences making the community a  better place; offers an open creative organization for the residents of Nevada - with a goal to share our passion globally.  We support the growth of artists of all levels of ability and artistic disciplines. We seek to bring together the diverse communities within the city and beyond through art events and activities.	Award:  SENATORIAL COMMENDATION  for services in the arts.  Award: CONGRESSIONAL Appreciation for the Arts. Served over 191,000 students  and artists/artisans (to date 2015). Provide $700 in funds for art equipment/supplies to inner city school. CBS recognition as 'most influential' art nonprofit in Las Vegas, NV	Those who have the courage to imagine and create artistic expressions.	Las Vegas, NV	 Encourage creativity in individuals of all ages;  Expand the community's access to a  broad array of art experiences;  Community engagement, to serve as a hub for art activities where people can connect with one another;  Foster Arts and Cultural Relations  We PROVIDE  Arts-related events and projects, offers peer review process to individual artists working in the visual, performing, media, literary, and interdisciplinary arts;  Serves as a professional information resource for artists and encourage artists to support each other; and  Provides recognition and support for the contributions artists make to the lives of people of Nevada and for the merit and integrity of artists' work;  Establishes partnerships with other art-related groups and/or organizations; and  Camaraderies	inner city children, local public school students (from middle school to college), displaced local artists, and collaborated with other community service organizations.
Corner 4 Success Charitable Foundation	http://		EIN 30-0284499	8635 W Sahara Room 585	Las Vegas	NV	89117	USA	Children & Youth, Children & Youth Services, Girls Clubs, Social Science						
Community Cats	http://		EIN 31-1823161	Po Box 60284	Reno	NV	89506	USA	Animal Protection & Welfare, Animals						
VegasPigPets	http://		EIN 26-3924515		Las Vegas	NV	89146	USA	Animal Protection & Welfare, Animals	Vegaspigpets is a 501(c)3 federal non-profit organization with volunteers supporting the health and welfare of all pigpets, large and small.  To provide education as to the specialized needs of potbelly pigs and provide support to all current and prospective pig owners to assure the best quality of life for our pigpets! We also rescue and place unwanted, abandoned & abused pigpets in need of a new, permanent, loving homes.	We have been successful in raising a portion of the funds for the storage unit that houses all the blankets and crates we need to help our pigs. And have been able to build the new pens at the new property so we can help more pigs in need in the future!			Pet-a-Palooza, St. Rose's annual Pet Blessing, Kiss-a-Pig events, NVBigGive	
HORSES 4 HEROES INC	http://www.horses4heroes.org	(702) 645-8446	EIN 20-4872971	4837 N Monte Cristo Way	Las Vegas	NV	89149	USA	Equestrian, Sports	Horse education to the public		Active Duty service members, veterans, survivors, First Responders and their families	communities throughout the country	equestrian, mounted and un-mounted, for all ages, all riding levels, that are fun and affordable as well as free morale-boosting life skills and social skills workshops for those that need a hand up, not a hand out.	more than 5000 people discover horses
Lincoln County Arts Council Inc	http://		EIN 88-0193848	Po Box 624	Panaca	NV	89042	USA	Arts & Culture, Arts & Humanities Councils & Agencies						
Iglesia De Dios Sinai	http://		EIN 88-0382248	2771 Phoenix St	Las Vegas	NV	89121	USA							
Foundation For The Stars	http://www.starsfoundation.net	(303) 489-2950	EIN 88-0333179	4427 Los Reyes Ct	Las Vegas	NV	89121	USA	Arts & Culture, Singing & Choral Groups	The s. T. A. R. S. Consists of 12 professional trained singers that act as american musical ambassadors bringing peoples of all nations together through the universal language of music. The s. T. A. R. S. Bridge the gulf, currently existing between the peoples of the world, through offering unpaid concerts and workshops around the united states and the globe, furthering their charitable purpose and breaking down any barriers of prejudice and discrimination.				Public concerts: national black theatre, new york, ny; macphail center, minneapolis, mn; riviera, las vegas, nv; artown, reno, nv; hong kong, china; "africa sings", burundi, africa  workshops: boys and girls camps, tryon nc and hollywood fl; finding your voice workshop, reno nv and new york, ny	
Womens International Bowling Congress Inc	http://		EIN 23-7209059	3111 S Valley View Blvd Ste 0102	Las Vegas	NV	89102	USA	Amateur Sports, Sports						
Heaven Can Wait Animal Society	http://www.hcws.org	(702) 227-5555	EIN 88-0450947	Po Box 30158	Las Vegas	NV	89173	USA	Animal Protection & Welfare, Animals	Initiate aggressive spay/neuter programs. Lead local coalition effort reducing intake & euthanasia of animals coming into local animal shelters. Major education program for youths. Rescue, rehabilitate and adopt homeless animals.				Residents from the florence mcclure womens correctional facilities for women provide rehabilitation and training to dogs that are rescued by hcws volunteers. The program is designed to save "last day dogs" from the shelter, our ground zero program and owner turn ins.   our spay/neuter program reduces the number of unwanted pets by preventing reproduction in high risk areas. This highly successful program was launched in 2003 and continues to target "at risk" neighborhoods weekly.   adoption of homeless cats and kittens via local petstores and through pawsitively seniors.	
