name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Bristol Rescue Squad Inc	http://	(802) 453-2513	EIN 23-7083861	Po Box 227	Bristol	VT	05443	USA		Maintaining 24 hour emergency medical				Maintaining 24 hour emergency medical and rescue service for the good and best welfare of the communities it services.	
FRANKLIN COUNTY HOME HEALTH AGENCY INC	http://www.fchha.org	(802) 527-7531	EIN 23-7076401	3 Home Health Circle	St Albans	VT	05478	USA	Health, Home Health Care	To provide high quality health care programs and related support services to the residents of Franklin County, Vermont,  in a community setting. We are committed to excellence in service. We strive to meet the needs of our clients in a professional manner that promotes health , independence, comfort, dignity and quality of life.	All ages, all incomes. Our clients range from newborn infants to frail elders who seek dignity and compassion at the end of their lives	1,600 + County residents receive over 85,000 visits from one of our care providers each year.Over 1,000 residents receive their flu shots from us each year and over 450 people receive care at our foot clinics.	Franklin County, Vermont	Home Care, Hospice, Palliative Care, Personal care, Homemaker services, Skilled nursing, Physical, Occupational, Speech Therapy, Childbirth education, Maternal Child health, Private Duty care, Flu & Foot Clinics, Caregiver & Grief/Bereavement Support Groups	Thanks to our generous community members, we now receive support from each of the towns and city in our County through voter allocations and town budgets. Each year, hundreds of people recognize the value of our work by making annual gifts and gifts in memory and honor of a loved one. Our Blue Jean Ball raises over $44,000 each year. Our local United Way provides additional support. These efforts all go to help us close the $450,000 budget gap from charity and uncompensated care we provide each year to people so they can stay in their home rather than a nursing home or hospital
Vermont Community Garden Network Inc	http://vcgn.org	(802) 861-4769	EIN 31-1783597	12 North St Ste 5	Burlington	VT	05401	USA	Children & Youth, Community & Neighborhood Development, Economic Development, Environment, Food, Food, Agriculture & Nutrition, Youth Development - Agricultural	To support vermont's vibrant network of community and school gardens, by growing gardens,				Vcgn coordinated the network, which connects 370+ community and school garden groups across vermont and provides essential resources to these vibrant food production sites, including grants for garden projects, seeds and supplies, outreach, and technical assistance. As part of this work, vcgn provided funding, site visits, and remote technical support to 9 food workplace gardens through the green thumbs at work grant program and 7 summer sites through the gardens for learning program, directly working with 27 garden leaders and ultimately reaching about 302 individuals; distributed 10,722 packets of seeds to 278 community and school garden groups and more than 100 low-income gardeners; and supported the network with online resources, on-demand technical assistance, and a monthly newsletter.   vcgn operated two teaching gardens with a 22-week beginning organic gardening program for adults and related hands-on garden programming. The community teaching garden taught basic garden skills and built garden community for 26 students; gardening and cooking workshops at the vna family room garden directly reached an estimated 20 families and indirectly reached an estimated 85 families tending plots at the vna family room garden; and the senior garden education program at ethan allen residence  the grow it! Trainings for garden leaders (14 workshops at 12 different locations) reached 178 garden leaders from an estimated 98 different community and school gardens from around vermont. These gardens provide space for thousands of vermonters to grow their own food. Participants learned strategies to boost garden programs and support growth, shared stories and ideas, and celebrated the community and school garden movement. Through the community & school garden track at the nofa-vt winter con	
Mad River Valley Community Fund	http://www.mrvcommunityfund.org	(802) 496-3638	EIN 03-0320230	Po Box 353	Waitsfield	VT	05673	USA		To be an interim safety net for individuals or families who are not sufficiently served by federal and state programs and to provide in those cases necessities of life such as but not limited to shelter, food, clothing and medical services.				Funding for indigent assistance, housing, food and medical	
Friends Of The North Hero Library	http://		EIN 03-0340222	134 Eastview Ln E	North Hero	VT	05474	USA	Education						
Community Research & Development Group	http://		EIN 02-0448896	775 Poor Farm Rd	Colchester	VT	05446	USA	Homeless & Housing						
Poultney United Baptist Church	http://		EIN 03-0306898	Po Box 601	Poultney	VT	05741	USA							
Athletes Community Training For Youth Sports Foundation Inc	http://		EIN 03-0341040	116 Village Grn	Burlington	VT	05401	USA	Philanthropy						
University Health Center Inc	http://	(802) 847-2550	EIN 03-0229931	Fletcher 322 111 Colchester Avenue	Burlington	VT	05401	USA	General Hospitals, Health	University health center's mission is to maintain funds to be used by various medical practices of fletcher allen health care and corresponding departments of the university of vermont college of medicine.				Administration of funds for use by various practices of fletcher allen health care and similar departments at the university of vermont college of medicine	
Grace Cottage Foundation	http://www.gracecottage.org	(802) 365-9109	EIN 03-0343282	Po Box 1	Townshend	VT	05353	USA		Grace cottage foundation supplies fundraising support and fund management for an affiliated nonprofit, carlos g. Otis health care center, inc. , which provides health care services to the public.				Grace cottage foundation supplies fundraising support for an affiliated nonprofit, carlos g. Otis health care center, inc. , which provides health care services to the public.	
Weston Playhouse Theatre	http://www.westonplayhouse.org	(802) 824-8167	EIN 22-2970343	703 Main St	Weston	VT	05161	USA	Arts & Culture, Theater	"to produce theatrical & performing arts"				The weston playhouse theater, vermont's oldest professional theater company, is an award winning regional theater. With a multi-stage summer festival, fall tours, and year-round educational and outreach programs, the playhouse is dedicated to quality theater and broad community support. Over 20,000 attendees including many school groups.	
