name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	 	
G W Exotic Animal Foundation	http://gwpark.org/	(405) 665-5197	EIN 73-1574292	25803 N County Road 3250	Wynnewood	OK	73098	USA	Animals, Protection of Endangered Species	OUR MISSION IS TO PROVIDE LIFELONG HOMES FOR ABANDONED, MISPLACED, AND ABUSED ANIMALS SO THAT THEY MAY RECEIVE THE KINDNESS, LOVE, AND RESPECT THEY DESERVE WHILE STRUGGLING TO CO-EXIST IN OUR ENVIRONMENT, AND TO EDUCATE OUR PEERS TO PROMOTE ENVIRONMENTAL RESPONSIBILITY IN KEEPING THESE SPECIES FROM BECOMING EXTINCT AND TO PRESERVE THE FRAGILE ECOSYSTEMS WE SHARE.  WE LIVE BY GOLDEN PROMISES.: WE ARE A ZOO OPEN TO THE PUBLIC AND WORK WITH OTHER ZOOS AND BREEDERS TO KEEP THE SPECIES ALIVE IN CAPTIVITY, SO THE ANIMALS CAPTIVE HABITATS ARE NOT TAKEN AWAY. WE WILL STRIVE TO TAKE IN ANY UNWANTED ANIMAL. WE WILL ONLY USE DONATED MONEY FOR THE REASON IN WHICH IT IS DONATED. WE WILL STRIVE TO KEEP THE BEST-TRAINED STAFF TO CARE FOR OUR ANIMALS. OUR ANIMALS WILL ALWAYS HAVE THE ONE-ON-ONE LOVE THEY DESERVE. THIS PARK IS A LIVING MEMORIAL PARK TO HUMAN LOVED ONES AND WILL ALWAYS REMAIN THAT WAY.  WE STARTED AS A SANCTUARY, AND HAVE SINCE GROWN INTO A FULL-BLOWN ZOO WITH OVER 128 SPECIES AND 1,400 ANIMALS.  WE TRY TO KEEP A VARIETY OF ANIMALS FOR VISITORS TO SEE AND LEARN ABOUT.  WE WORK WITH ZOOS ALL OVER THE U.S. AND FOREIGN COUNTRIES TO TRADE STOCK AND RECEIVE NEW BLOODLINES.  VERY RARELY DOES ANY DONATED, UNWANTED ANIMAL EVER LEAVE HERE.  WE DO BREED RARE ANIMALS OF SPECIAL BLOODLINES TO GO TO OTHER ZOOS.  NONE OF OUR ANIMALS GO TO PRIVATE HOMES, ALTHOUGH WE ARE NOT AGAINST A PRIVATE QUALIFIED PROFESSIONAL KEEPING AN EXOTIC.	The organizations purpose is to preserve and protect abandoned exotic wild animals.						
CHRISTS FOOD CENTER INC	http://www.christsfoodcenter.org	918-651-3264	EIN 30-0284075	60591 Cliff Ln	Hodgen	OK	74939	USA	Food, Food Banks & Pantries	To bring hope to those in need by sharing food, clothes and necessities.	Family Food Day (monthly) Food-4-Kids (every weekend) Clothes Second Chance Room Computers For Students	Served 495 families 38% were children. We help change lives one person at a time.	Whitesboro School District low income families		Southeastern LeFlore county Oklahoma		
Jesus Is Love Inc A Non Profit Oklahoma Corporation	http://www.HisWorshipCenter.org	918-435-4770	EIN 73-1201773	8805 E Hampton Rd	Claremore	OK	74019	USA		To see people come to a glorious relationship with Jesus Christ as the son of God and as Lord and savior.					Tulsa, Delaware Counties and India		
Toys For Tots	http://		EIN 73-1563901	PO Box 33401	Fort Sill	OK	73503	USA	Recreation & Sports, Sports								
Association Of Women Executives In Corrections	http://		EIN 82-0493821	1121 Golden Eagle Dr	Norman	OK	73072	USA	Crime & Law								
Halfway Home Greyhound Adoption Inc	http://		EIN 04-3734379	7416 W 73rd St	Tulsa	OK	74131	USA	Animal Protection & Welfare, Animals								
Western Legacy Foundation	http://	(405) 447-8181	EIN 20-8112230	1601 36th Ave Nw Ste 210	Norman	OK	73072	USA	Philanthropy, Public Foundations								
Bridges Of Norman Inc	http://www.bridgesnorman.org	(405) 579-9280	EIN 73-1466304	1670 Stubbeman Ave	Norman	OK	73069	USA	Children & Youth, Education, Homeless & Housing, Human Services, Residential Care & Adult Day Programs, Secondary & High Schools	Empowering high school students	In 2014 bridges helped 42 high school students with school needs, connections with social services agencies, emergency medical and food, housing with sliding scale rents and case management to enable them to graduate high school. 95% of bridges graduating class went on to attend college or technical school.						
POSITIVE TOMORROWS COMMUNITY BOARD INC	http://		EIN 73-1393438	PO Box 61190	Oklahoma City	OK	73146	USA	Adult Education, Education, Homeless & Housing, Mental Health, Mental Health & Crisis Intervention, Primary & Elementary Schools, Temporary Housing	POSITIVE TOMORROWS IS AN EDUCATION AND FAMILY SUPPORT CENTER PROVIDING SERVICES TO HOMELESS AND VERY LOW INCOME CHILDREN AND THEIR FAMILIES.							
Pawhuska Hospital Inc	http://www.pawhuskahospital.org	(918) 287-3232	EIN 23-7169376	1101 E 15th St	Pawhuska	OK	74056	USA		We, the physicians, staff, and governing board of pawhuska hospital, inc. , are committed to providing the highest level of healthcare possible for our facility. Recognizing the health needs of our community and surrounding area, we pledge to provide, in a cost-effective manner, the services necessary to enhance the quality of life. Understanding the constant and dramatic change in the healthcare industry, we will strive to achieve excellence and continue our support of the community.	Pawhuska hospital, inc. Is a 25-bed critical access hospital that operates in pawhuska, oklahoma. The hospital is managed through an agreement with jane phillips memorial medical center, which is an entity of the st. John health system. Pawhuska hospital and the jane phillips health system have had this management relationship for the past 27 years, going back to the initial management agreement that was executed back in 1986. The hospital provides care to patients who meet certain criteria under its charity care policy without charge or at amounts less than established rates. Continued on schedule o. Because the hospital does not pursue collection of amounts determined to qualify as charity care, they are not reported as revenue. The amount of charges foregone for services provided under the hospital's charity care policy were approximately $122,852 for the year ended september 30, 2014. Total direct and indirect costs related to these foregone charges were approximately $126,000 at september 30, 2014, based on an average ratios of cost to gross charges.						
Miami Area Economic Development Service Inc	http://www.miami-ok.org	(918) 542-8405	EIN 73-1263634	2 N Main St Ste 415	Miami	OK	74354	USA	Economic Development, Urban & Community Economic Development	To provide expansion and location assistance to existing and new businesses in northeastern oklahoma.	Intermediary relending program loan fund  economic development and local entrepeneur loan fund  revolving loan administration fund						
Harvest House Outreach Inc	http://		EIN 20-3781764	1439 E 71st St	Tulsa	OK	74136	USA	Food, Nutrition								
Shiloh Summer Camp Inc	http://		EIN 73-1594597	601 Ne 63RD St	Oklahoma City	OK	73105	USA	Children & Youth, Youth Development								
Health Outreach Prevention Education Inc	http://www.hopetesting.org	(918) 749-8378	EIN 73-1537952	3540 E 31st St Ste 3	Tulsa	OK	74135	USA	Health, Health Care	Health outreach prevention education (hope)is an independent, not-for-profit organization that has served tulsa and surrounding communities since 1998. Hope is proud to be recognized as a leading provider of public health services, specializing in hiv and hepatitis prevention.	Health outreach prevention education (hope)is an independent, not-for-profit organization that has served tulsa and surrounding communities since 1998. Hope is proud to be recognized as a leading provider of public health services, specializing in hiv and hepatitis prevention. The agency provides comprehensive community education, testing, counseling, and referral services. Hope also operates the only statewide hiv/sexually transmitted infections (sti) resource hot line and conducts a variety of targeted outreach efforts focusing on men, women and under served populations.						
Kibo Group International, Inc.	http://www.kibogroup.org	(918) 872-0203	EIN 74-3097948	604 S Redwood Ave	Broken Arrow	OK	74012	USA	International, International Development	Empower communities in sub-Saharan Africa to develop appropriate and sustainable development projects and unified community management initiatives.	The Mvule Project (Community Development through Resforestation) Water Source Project Water Rehabilitation Project Women's Empowerment	Through the Mvule Project, we partnered with communities and planted over 25,000 trees. We've granted $18,000 to these communities as start-up capital for community-owned agri-business ventures. Using this money, community members have purchased over 650 goats, purchased land, and built a school.   Through the Water Source project, we've dug 11 deep wells, 7 hand-dug wells, 2 shallow wells, 1 harvesting tank, and repaired 4 broken wells. We've also completed Hygiene and Sanitation programs in 15 villages.			Uganda, Tanzania, Mozambique, Rwanda		
Freedom West Community Development Corporation	http://www.freedomwest.org		EIN 48-1269237	Po Box 338	Alva	OK	73717	USA	Homeless & Housing, Housing Development, Construction & Management	To assist rural communities in their revitalization efforts to increase community sustainability through proactive social and economic efforts	To assist rural communities in their efforts to achieve sustainability through proactive social and economic efforts						
