name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
United Mid-Coast Charities Inc	http://		EIN 01-6009240	Po Box 205	Camden	ME	04843	USA	Federated Giving Programs, Philanthropy						
Aid For Kids	http://		EIN 20-3918985	18 Market Square	Houlton	ME	04730	USA	Human Services						
Alpha Delta Kappa Sorority Epsilon Chapter	http://		EIN 23-7279175	PO Box 195	York Harbor	ME	03911	USA							
Maine Preservation	http://www.mainepreservation.org	(207) 847-3577	EIN 01-0319524	233 W Main St	Yarmouth	ME	04096	USA	Arts & Culture, Historical Societies & Historic Preservation	Maine preservation promotes and preserves historic places, buildings, downtowns and neighborhoods, strengthening the cultural and economic vitaility of maine communities.				Field service advisors visited communities and landmark properties to advise building stewards on next steps toward rehabilitating historic structures in maine.   protect and sell program - maine preservation seeks to acquire and resell with covenants historically significant buildings in maine communities.   easements - maine preservation accepts, monitors, and enforces legal easement protections of historic features of properties in maine.   research - maine preservation seeks funding to support professional research of pertinent preservation topics, including economics. Annual meeting occurs each year to convene membership to elect members of the board and report on organizational issues, accompanied by enrichment activities related to preservation (tours, lectures, etc. . . )honor awards recognize owners, craftsmen, and steward organizations in the successful preservation of historic buildings in maine. Most endangered list is a compilation of at-risk historic buildings and resources in the state of maine that is widely distributed. Outreach - staff from maine preservation regularly participate as guests in conferences, panels, lectures, workshops, town or organizational meetings, and other educational events to share expertise and offer guidance. Advocacy - staff at maine preservation engage in influencing public policy that benefits preservation; staff also engage in mediation with owners and interested parties when building is imminently threatened. Publications - maine preservation supports the research for and publication of books that document maine's preservation heritage.	
Shoestring Theatre Inc	http://		EIN 01-0359952	155 Brackett St	Portland	ME	04102	USA							
Farmington Public Library Association	http://www.farmington.lib.me.us		EIN 01-6010068	117 Academy St	Farmington	ME	04938	USA	Education, Libraries	Operate public library				Operate a public library in farmington maine.	
Healthy Smiles for Me Inc	http://www.healthysmiles4me.org	(207) 754-1176	EIN 26-4349552	39 Breton Lane	Oxford	ME	04270	USA	Ambulatory & Primary Health Care, Health	The corporation's mission is to ensure that every maine child has access to emergency/restorative dental care.	Maine Children Smile a Healthy Smiles		Oxford and Androscoggin Counties, Maine	Funds are used for children who do not have dental insurance and the family is experiencing financial hardship, the corporation will assist the family in order for the child to receive needed dental care.	
American Association Of Family And Consumer Sciences	http://		EIN 01-0345996	39 Scotland Bridge Rd	York	ME	03909	USA							
Popham Chapel	http://		EIN 01-0408599	1023 Parker Head Rd	Phippsburg	ME	04562	USA							
Community Health Charities Of Maine	http://		EIN 22-2478946	39 Mechanic St Ste 100	Westbrook	ME	04092	USA	Federated Giving Programs, Philanthropy						
Friends of the Daponte String Quartet	http://		EIN 22-3140085	PO Box 401	Demariscotta	ME	04543	USA	Arts & Culture, Single Organization Support						
Belfast Institute Of Lifelong Learning Inc	http://	(207) 338-6140	EIN 01-0469079	Po Box 702	Monroe	ME	04951	USA		Educational - opportunities/institue of learning				Educational opportunities are provided by a variety of community television programs offered by the community cable channels to residents of the greater belfast area.	
National Federation Of The Blind Of Maine	http://		EIN 01-0475476	33 Morse Ave	Lewiston	ME	04240	USA	Centers to Support the Independence of Specific Populations, Civil Rights, Eye Diseases, Blindness & Vision Impairments, Health, Human Services	NFB serves as a vehicle for collective action by the blind of the nation;  functions as a mechanism through which the blind and interested sighted persons can come together in local, state, and national meetings to plan and carry out programs to improve the quality of life for the blind;  provide a means of collective action for parents of blind children;  promote the vocational, cultural, and social advancement of the blind;  and aims for the integration of the blind into society on a basis of equality with the sighted.  The NFB was founded in 1940 by Jacobus tenBroek.					
Harpswell Neck Fire And Rescue Inc	http://	(207) 833-5194	EIN 01-0370079	Po Box 8	Harpswell	ME	04079	USA	Education	Fire, ambulance, and rescue services				Fire, ambulance, and rescue services for the residents and property owners on harpswell neck. Population served is approximately 2,000.   fire, ambulance, and rescue services for the residents and property owners on harpswell neck. Population served is approximately 2,000.	
Island Falls Historical Society	http://		EIN 01-0461676	Po Box 204	Island Falls	ME	04747	USA	Arts & Culture, Historical Organizations						
Summer Street Associates Inc	http://	(207) 582-8021	EIN 01-0377183	Po Box 1106	Gardiner	ME	04345	USA		The organization's primary mission is to provide decent and affordable housing to people with intellectual disabilities in the central maine area.				Provide a residential home for people with intellectual disabilities. Residents are provided living, eating and household space with supervision and assistance.	
Prevention Works Harm Reduction Services	http://		EIN 22-3050987	145 Lisbon Street	Lewiston	ME	04240	USA	AIDS, Health						
